SHELL,100,0.000026
KNUTH,100,0.000021
CIURA,100,0.000022
SHELL,1000,0.000492
KNUTH,1000,0.000331
CIURA,1000,0.000333
SHELL,10000,0.010698
KNUTH,10000,0.004929
CIURA,10000,0.004777
SHELL,100000,0.282667
KNUTH,100000,0.073838
CIURA,100000,0.064521
SHELL,1000000,9.184745
KNUTH,1000000,1.148123
CIURA,1000000,0.811356
